CPR,label,CT,UM,NC,CS,PC,CP,T,PB,AV,SRBP,ATPB,RE,TG,CH,CTS
16,1,0.03,0.99,8,0.95,2271.81,25.88,62797.32,4057,0.44,0.16,3.05,0.21,4,4,2
16,1,0.84,0.72,7,0.06,2498.75,67.68,13910.37,29,0.28,0.95,0.08,0.14,3,15,0
37,0,0.51,0.86,8,0.66,1572.97,11.6,18802.85,4712,0.66,0.13,4.79,0.81,5,81,1
37,1,0.47,0.85,10,0.2,5838.88,20.8,81358.18,1609,0.62,0.45,4.46,0.48,1,93,1
11,0,0.91,0.71,10,0.53,1256.46,96.87,57261.23,2486,0.36,0.11,1.94,0.22,2,20,1
24,0,0.32,0.86,7,0.67,3150.07,66.48,68806.46,1500,0.69,0.73,4.41,0.52,2,93,2
39,0,0.44,0.31,6,0.38,6545.07,11.57,87821.26,4569,0.98,0.22,2.53,0.15,4,80,0
14,1,0.73,0.14,4,0.88,1036.05,71.43,87522.76,4614,0.92,0.01,2.33,0.67,3,49,1
23,1,0.86,0.62,8,0.82,6853.54,52.5,87181.24,3176,0.02,0.53,2.57,0.39,4,94,1
14,0,0.09,0.45,6,0.27,1279.87,73.9,38971.95,890,0.59,0.67,1.17,0.09,2,33,1
45,1,0.36,0.59,9,0.17,9808.02,80.59,12052.74,1815,0.17,0.62,2.11,0.11,2,82,2
28,1,0.86,0.82,5,0.26,877.81,66.21,15903.72,3096,0.47,0.18,1.42,0.1,2,38,1
48,1,0.81,0.47,10,0.81,8247.15,41.45,50176.09,4358,0.02,0.96,2.03,0.01,4,93,1
39,0,0.12,0.21,9,0.15,1858.68,71.47,14270.27,9,0.77,0.04,0.94,0.02,2,64,0
9,1,0.6,0.16,10,0.92,3035.44,24.87,93683.95,3349,0.38,0.48,4.75,0.45,1,67,1
31,0,0.4,0.26,5,1,5149.56,63.08,99270.17,2467,0.3,0.43,3.91,0.71,3,91,2
33,0,0.62,0.64,6,0.74,8117.79,0.88,75890.9,325,0.35,0.6,3.41,0.06,1,36,2
37,1,0.91,0.23,9,0.22,1719.04,72.93,60593.52,1226,0.08,0.5,1.52,0.22,2,43,1
46,0,0.89,0.01,5,0.21,1437.69,69.41,82106.57,262,0.85,0.59,4.82,0.58,3,95,2
36,0,0.39,0.26,9,0.34,1807.88,26.11,26342.72,2430,0.83,0.18,4.58,0.27,2,94,0
21,1,0.8,0.16,10,0.64,7370.46,13.16,94792.81,4000,0.71,0.71,2.64,0.67,2,65,1
31,0,0.18,0.41,6,0.46,1787.46,89.22,46557.87,2291,0.14,0.69,3.83,0.28,1,73,2
24,0,0.31,0.69,4,0.62,1206.96,17.91,77450.75,4264,0.96,0.01,4.19,0.76,1,6,1
39,0,0.88,0.36,8,0.88,1097.39,80.37,65679.28,4989,0.62,0.84,2.09,0.4,1,22,2
2,0,0.04,0.91,4,0.85,1469.64,17.02,84207.58,3537,0.84,0.88,0.78,0.75,4,81,2
49,1,0.12,0.1,5,0.79,8172.44,73.67,7332.53,4769,0.84,0.85,4.27,0.81,4,60,2
17,0,0.94,0.63,4,0.07,3492.99,42.26,70680.01,2405,0.06,0.06,0.98,0.82,4,3,2
25,1,0.74,0.6,8,0.16,5366.04,15.93,60930.96,2142,0.86,0.57,0.38,0.26,1,19,1
35,0,0.6,0.84,9,0.34,6532.8,81.11,79551.19,3510,0.95,0.8,3.12,0.04,1,24,2
10,0,0.97,0.32,8,0.76,5047.61,27.44,25677.02,212,0.07,0.93,3.29,0.86,3,87,1
19,1,0.85,0.66,9,0.23,6987.89,69.35,21532.77,4592,0.34,0.14,0.05,0.19,4,48,1
36,0,0.64,0.99,4,0.86,6104.16,3.32,76031.15,2356,0.94,0.86,4.89,0.4,2,37,0
6,1,1,0.7,5,0.46,2530.11,57.3,76660.73,4956,0.26,0.02,4.75,0.45,2,20,0
25,1,0.91,0.42,6,0.4,9476.06,32.28,86976.92,513,0.86,0.02,3.08,0.76,1,39,1
33,0,0.63,0.88,10,0.85,2182.78,17.26,17724.2,3161,0.21,0.24,1.87,0.77,1,23,1
39,0,0.76,0.96,7,0.58,2084.2,68.59,76682.08,2103,0.93,0.91,1.01,0.61,3,62,1
10,1,0.83,0.36,8,0.7,9472.52,53.45,50679.87,643,0.59,0.51,1.98,0.61,4,83,1
33,0,0.66,0.48,5,0.43,602.1,90.32,93238.71,3245,0.55,0.18,4.38,0.78,4,62,1
32,1,0.85,0.28,6,0.07,565.74,5.37,5165.22,4716,0.32,0.08,3.61,0.02,5,94,2
12,1,0.53,0.31,6,0.96,3824.31,63.24,37768.21,1102,0.66,0.57,1.2,0.41,4,27,1
49,1,0.25,0.35,8,0.58,6171.8,19.28,87147.84,1163,0.18,0.05,2.88,0.78,1,89,1
0,1,0.84,0.91,4,0.05,4294.89,4.54,56383.45,4697,0.02,0.67,3.29,0.02,3,56,1
46,0,0.39,0,4,0.84,7477.83,14.57,73730.98,3149,0.41,0.46,2.85,0.75,4,17,1
1,0,0.93,0.23,6,0.77,8503.68,18.57,57434.36,2995,0.45,0.48,1.74,0.91,3,76,1
38,1,0.78,0.39,10,0.42,9619.61,17.03,3041.53,1749,0.12,0.74,0.45,1,4,25,0
44,0,0.14,0.19,10,0.45,9431.63,89.2,76915.9,373,0.94,0.88,3.26,0.64,3,15,2
25,0,0.37,0.18,8,0.57,6561.53,45.52,68666.47,366,0.83,0.95,0.96,0.1,4,52,2
18,1,0.96,0.82,8,0.54,4931.43,54.56,81738.7,1119,0.27,0.84,0.93,0.41,4,85,2
28,0,0.76,0.5,4,0.46,2413.09,26.36,40826.61,531,0.37,0.35,1.64,0.21,3,48,2
26,0,0.93,0.44,6,0.03,7911.18,44.46,26516.26,1402,0.25,0.64,0.97,0.88,1,96,2
38,1,0.46,0.61,5,0.36,3089.19,80.79,99339.08,31,0.91,0.24,0.11,0.73,1,60,0
48,0,0.05,0.75,8,0.62,5752.45,28.52,73367.17,2231,0.95,0.49,0.17,0.05,5,73,0
37,0,0.23,0.62,6,0.04,6252.35,17.97,17643.48,4240,0.07,0.18,2.82,0.06,3,71,2
22,0,0.01,0.31,6,0.67,1367.38,90.26,85616.22,2640,0.39,0.89,1.96,0.52,3,28,1
48,0,0.28,0.15,8,0.37,571.98,29.89,87272.87,2982,0.72,0.85,1.25,0.25,4,75,0
43,1,0.91,0.3,4,0.7,706.19,66.84,50344.14,3695,0.78,0.28,0.75,0.82,4,77,1
18,1,0.78,0.27,5,0.32,9259.9,52.46,24732.22,670,0.97,0.93,2.73,0.69,4,25,1
43,0,0.01,0.58,8,0.68,876.8,59.92,5513.51,2257,0.85,0.11,2.76,0.27,3,21,0
42,1,0.3,0.54,8,0.88,515,78.91,13863.69,4226,0.62,0.03,2.68,0.34,5,52,2
22,0,0.34,0.75,6,0.21,3686.67,55.62,84719.75,4624,0.17,0.19,1,0.13,4,54,1
43,0,0.58,0.97,7,0.17,1679.13,50.95,22099.17,2545,0.95,0.05,1.2,0.98,3,63,1
32,1,0.54,0.24,5,0.01,6991.31,71.01,43064.15,1873,0.59,0.21,1.4,0.62,3,56,1
49,1,0.44,0.37,7,0.81,2651.08,71.07,88566.86,4066,0.71,0.58,0.03,0.32,2,67,1
14,0,0.87,0.56,8,0.89,5646.56,4.15,84085.9,3175,0.36,0.35,3.35,0.2,2,39,0
16,1,0.58,0.67,5,0.96,5950.62,31.69,9280.89,2828,0.73,0.8,3.81,0.28,2,40,0
9,0,0.91,0.72,5,0.79,5925.76,17.01,82071.16,3650,0.7,0.17,2.23,0.58,2,94,2
47,1,0.13,0.2,7,0.94,3430.01,35.73,20851.29,644,0.71,0.82,1.92,0.34,3,34,0
13,0,0.86,0.68,6,0.12,2059.15,13.17,18064.32,3457,0.61,0.5,0.63,0.37,5,71,1
43,0,0.63,0.33,6,0.21,6465.67,99.92,2326.28,4118,0.74,0.69,3.12,0.79,5,87,0
31,1,0.11,0.23,9,0.42,4784.39,27.88,97179.13,4099,0.36,0.5,1.49,0.58,4,24,1
35,1,0.01,0.62,7,0.98,3070.56,80.69,64447.81,998,0.25,0.3,0.51,0.29,3,81,0
11,1,0.83,0.91,5,0.16,2378.97,55.62,23705.08,2977,0.64,0.45,1.09,0.86,5,65,2
44,1,0.51,0.11,4,0.61,755.46,43.66,96455.87,3589,0.21,0.04,1.42,0.28,3,67,2
26,0,0.05,0.52,4,0.24,1767.1,33.23,68775.93,4936,0.65,0.31,1.99,0.86,5,31,1
24,0,0.2,0.34,10,0.02,6018.55,2.16,88047.76,4721,0.76,0.66,2.44,0.97,5,21,0
31,1,0.2,0.84,10,0.74,3201.34,63.57,37705.46,4131,0.89,0.2,3.17,0.76,4,40,2
14,1,0.46,0.78,9,0.09,5825.84,70.07,85143.07,3885,0.56,0.73,1.88,0.92,1,54,2
32,0,0.91,0.77,5,0.57,5209.63,94.22,98453.09,3892,0.62,0.89,3.71,0.43,2,3,1
0,0,0.69,0.41,7,0.7,7478.23,76.7,97387.19,1606,0.11,0.17,3.39,0.67,1,73,1
37,0,0.97,0.21,10,0.63,1684.63,1.57,4724.58,804,0.75,0.92,2.4,1,4,25,1
40,0,0.72,0.08,9,0.09,7593.92,43.63,59468.48,1610,0.51,0.18,3.58,0.95,5,82,0
21,0,0.91,0.3,9,0.73,5450.9,97.67,48341.93,4538,0.53,0.19,4.4,0.32,1,40,0
18,1,0.16,0.1,4,0.82,8446.15,4.67,83475.12,4089,0.84,0.23,4.97,0.96,2,69,2
26,1,0.42,0.43,7,0.8,7175.89,55.01,2624.43,31,0.77,0.52,3.33,0.04,3,51,0
12,0,0.33,0.09,10,0.26,9903.64,1.15,7156.28,507,0.01,0.6,0.97,0.16,2,49,1
43,0,0.58,0.12,10,0.22,4240.11,12.93,94227.85,1142,0.17,0.71,3.05,0.07,2,42,0
16,0,0.76,0.23,7,0.37,148.98,83.72,29887.88,465,0.33,0.27,2.31,0.34,2,34,2
0,0,0.75,0.26,4,0.31,4863.64,50.92,31445.74,2006,0.19,0.04,3.84,0.46,3,52,2
48,0,0.2,0.6,8,0.3,7929.52,57.81,94225.25,2509,0.38,0.04,2.78,0.39,4,7,1
16,1,0.81,0.84,6,0.19,1576.06,67.9,5624.96,1253,0.3,0.08,4.24,0.09,5,20,1
30,1,0.69,0.1,9,0.1,5544.59,78.25,88987.38,1455,0.62,0.6,3.4,0.83,3,12,1
29,0,0.76,0,5,0.31,5009.46,34.09,20215.28,3091,0.11,0.7,2.67,0.17,1,92,2
11,0,0.05,0.71,8,0.85,4509.02,84.13,77362.06,3205,0.08,0.59,3.81,0.35,1,26,2
47,0,0.6,0.04,5,0,264.67,40.38,96759.97,2003,0.67,0.23,4.84,0.49,5,38,0
47,0,0.06,0.51,10,0.84,2202,91.28,84939.9,2246,0.28,0.89,1.74,0.75,4,12,2
3,1,0.11,0.35,6,0.71,2260.08,32.46,8345.54,1958,0.06,0.57,4.32,0.83,3,8,1
43,0,0.13,0.52,6,0.45,1062.81,3.33,90374.59,181,0.5,0.85,0.35,0.76,1,51,1
38,1,0.89,0.46,8,0.07,4164.93,73.16,96656.74,1965,0.47,0.27,1.22,0.13,2,71,1
0,1,0.4,0.3,10,0.39,4122.28,73.05,36708.46,693,0.53,0.24,1.57,0.75,1,13,1
35,0,0.76,0.81,4,0.71,5600.51,75.72,47083.72,3621,0.3,0.66,2.52,0.4,2,28,1
36,0,0.87,0.49,10,0.96,2812.28,32.33,77578.51,3264,0.91,0.42,3.58,0.52,3,88,1
23,1,0.44,0.59,9,0.35,7600.02,32.82,72818.67,2521,0.64,0.33,1.67,0.65,1,9,0
47,0,0.42,0.96,4,0.93,2153.36,63.19,78273.66,2605,0.84,0.13,1.82,0.1,4,75,2
16,1,0.24,0.42,5,0.97,898.95,78.13,49837.85,2151,0.08,0.5,1.49,0.92,1,5,1
22,0,0.18,0.23,8,0.73,1895.82,18.54,43010.24,2740,0.75,0.51,2.49,0.3,5,22,2
40,1,0.4,0.12,9,0.99,801.93,58.79,18144.47,1387,0.17,0.6,3.97,0.1,4,76,2
0,1,0.05,0.24,6,0.42,4852.59,59.54,14608.14,1802,0.08,0.07,1.49,0.56,3,4,1
35,1,0.32,0.14,6,0.43,8241.01,87.84,4063.2,1500,0.91,0,4.05,0.59,3,53,1
3,0,0,0.16,4,0.83,6385.92,50.54,72845.75,1882,0.74,0.36,0.08,0.7,2,58,2
28,1,0.74,0.19,9,0.45,4395.55,42.64,1807.02,1784,0.38,0.96,2.3,0.8,4,95,0
3,1,0.05,0.88,7,0.63,8760.36,46.42,79426.07,3695,0.54,0.05,3.74,0.66,5,62,1
44,1,0.41,0.09,6,0.97,3266.99,92.7,6029.97,392,0.68,0.47,1.41,0.12,5,57,1
18,1,0.36,0.01,9,0.46,6874.88,89.72,71718.33,359,0.25,0.5,1.04,0.67,3,49,0
31,0,0.6,0.31,4,0.13,7622.8,56.94,38824.28,2657,0.76,0.91,4.15,0.67,5,22,1
36,0,0.21,0.62,9,0.37,5019.23,39.33,93139.59,4462,0.28,0.33,4.82,0.91,2,66,1
26,0,0.49,0.83,7,0.39,2720.21,55.24,33307.38,4228,0.61,0.49,1.51,0.1,3,25,0
7,0,0.83,0.59,10,0.64,2893.71,51.62,37996.19,2471,0.87,0.77,0.25,0.77,4,82,0
38,0,0.55,0.21,8,0.86,354.08,14.93,64212.54,3419,0.91,0.15,0.19,0.51,5,42,2
26,1,0.15,0.01,10,0.8,9613.05,14.53,6944.17,4299,0.49,0.36,2.15,0.8,3,83,0
45,1,0.98,0.11,10,0.08,52.63,2.28,67128.59,2529,0.21,0.38,3.69,0.59,4,5,1
23,0,0.5,0.46,9,0.25,8017.43,77.31,52324.17,3555,0.26,0.67,3.81,0.65,5,75,0
7,1,0.97,0.99,7,0.01,1069.57,34.47,55289.36,3033,0.45,0.65,3.58,0.71,1,28,1
10,1,0.3,0.86,10,0.48,3404.91,65.16,8221.13,276,0.64,0.61,2.63,0.55,4,73,0
19,0,0.81,0.59,7,0.87,6185.03,1.72,66785.89,3888,0.16,0.08,3.91,0.06,1,7,1
33,1,0.11,0.63,9,0.44,9853.65,14.68,39770.72,4935,0.94,0.81,0.12,0.04,5,17,0
12,1,0.84,0.89,4,0.14,6514.97,29.59,13927.6,3088,0.41,0.89,0.53,0.19,3,37,2
35,0,0.18,0.45,5,0.05,191.28,32.28,66692.08,4440,0.09,0.7,3.62,0.81,1,3,1
33,1,0.18,0.74,5,0.87,6027.13,84.46,50949.37,370,0.44,0.55,0.71,0.99,5,42,1
49,0,0.89,0.2,8,0.37,7282.34,0.59,28815.26,3920,0.46,0.9,4.25,0.57,2,12,0
10,0,0.11,0.27,5,0.31,5595.17,84.94,28177.23,4898,0.73,0.86,1.01,0.95,1,4,1
19,1,0.26,0.17,4,0.88,455.36,15.26,94333.95,4172,0.58,0.92,1.43,0.84,5,12,2
35,0,0.99,0.19,5,0.07,1318.05,59.83,126.97,504,0.77,0.28,1.66,0.95,2,20,2
40,1,0.11,0.41,9,0.41,5042.66,37.31,28084.19,882,0.04,0.62,0.41,0.94,5,55,2
36,1,0.55,0.56,5,0.27,314.75,47.99,3062.11,3471,0.19,0.21,3.65,0.48,3,9,2
38,1,0.89,0.42,8,0.24,8069.15,38.82,51050.89,4367,0.68,0.27,4.64,0.28,1,86,1
15,0,0.5,0.99,7,0.71,165.71,56.44,18017.72,3930,0.39,0.29,0.81,0.88,4,67,2
13,0,0.19,0.77,7,0.77,4830.53,26.54,97299.58,3716,0.06,0.57,3.48,0.7,3,77,0
49,0,0.27,0.97,4,0.96,1054.74,63.75,38404.29,4480,0.31,0.9,1.74,0.67,3,83,2
12,0,0.25,0.49,10,0.28,9764.86,62.49,50536.15,4590,0.97,0.6,2.45,0.29,1,34,2
33,0,0.96,0.02,6,0.07,7680.62,52.11,38311.13,1199,0.69,0.43,3.04,0.56,4,66,0
2,1,0.93,0.38,6,0.43,317.23,97.51,24208.76,1085,0.44,0.48,4.75,0.45,2,97,2
2,1,0.78,0.74,10,0.9,7661.61,75.36,31687.7,3827,0.72,0.3,3.65,0.93,3,9,0
4,0,0.86,1,7,0.58,5070.18,97.68,88356.85,3470,0.63,0.52,1.79,0.64,1,90,2
11,0,0.64,0.43,5,0.17,5282.27,95.53,94899.67,2874,0.53,0.63,3.29,0.19,1,66,2
43,1,0.47,0.8,7,0.88,4045,91.78,54232,4407,0.44,0.7,2.51,0.64,4,70,0
25,0,0.26,0.22,6,0.76,3819.89,12.01,53541.28,2653,0.3,0.1,4.32,0.18,5,86,0
6,0,0.69,0.04,6,0.13,792.37,39.09,16535.7,1806,0.18,0.03,1.26,0.04,3,78,1
30,1,0.72,0.17,10,0.03,7345.59,58.57,99963.06,3883,0.35,0.39,1.87,0.85,4,11,0
11,0,0.83,0.7,6,0.8,9404.89,43.58,75476.95,4811,0.4,0.18,2.02,0.42,1,45,0
43,0,0.61,0.89,8,0.75,6828.73,79.09,51515.01,2752,0.76,0.89,4.91,0.85,2,75,2
30,0,0.14,0.4,9,0.27,6137.36,68.11,47437.81,3022,0.81,0.9,4.76,0.25,1,66,2
15,1,0.15,0.1,4,0.16,1504.13,64.59,63162.58,3053,0.28,1,2.22,0.76,2,0,1
39,1,0.36,0.84,8,0.38,1911.29,43.25,4911.93,3304,0.68,0.66,4.91,0.76,5,0,1
39,0,0.35,0.24,9,0.27,7971.75,92.99,11425.82,1547,0.56,0.08,1.16,0.18,2,45,2
18,1,0.7,0.52,6,0.29,5319.24,38.52,74533.35,2323,0.14,0.02,0.11,0.49,2,99,1
43,0,0.34,0.93,5,0.8,4303.95,1.18,7068.61,1211,0.52,0.45,0.21,0.14,3,21,1
30,0,0.37,0.79,5,0.43,3506.23,63.64,94134.49,4337,0.97,0.9,4.45,0.52,3,55,2
16,1,0.98,0.2,6,0.1,1156.92,70.05,80963.82,3767,0.39,0.05,4,0,1,61,1
1,0,0.6,0.39,6,0.42,2179.48,72.38,23120.93,2532,0.52,0.25,0.69,0.83,2,8,2
45,0,0.34,0.99,6,0.9,7453.5,83.5,46385.35,3437,0.52,0.42,2.03,0.39,4,6,0
15,0,0.31,0.92,9,0.78,8239.2,96.08,97246.74,856,0.48,0.93,0.86,0.15,2,35,0
33,0,0.49,0.35,10,0.74,6123.47,80.43,79047.23,2339,0.89,0.95,3.94,0.61,2,14,2
41,1,0.69,0.79,5,0.2,9621.45,57.25,50359.96,3793,0.02,0.15,1.51,0.48,5,34,0
45,0,0.74,0.49,7,0.05,4407.2,22.2,86260.81,4573,0.08,1,4.54,0.74,2,42,0
18,1,0.14,0.19,6,0.27,9782.36,98.03,37347.73,4337,0.21,0.54,2.88,0.36,4,3,0
17,1,0.39,0.49,5,0.04,1080.03,72.03,48474.77,4942,0.06,0.8,4.86,0.45,2,23,0
10,1,0.51,0.89,8,0.35,4437.14,51.75,17156.78,2588,0.07,0.01,0.71,0.22,4,44,2
28,0,0.23,0.67,10,0.71,7458.51,48.29,6137.67,2286,0.42,0.7,4.5,0.36,4,35,1
26,1,0.45,0.81,6,0.57,3930.43,66.47,80400.26,814,0.74,0.02,0.28,0.34,3,58,1
46,1,0.12,0.91,4,0.97,9497.28,21.92,89732.77,221,0.15,1,4.82,0.44,4,73,1
42,0,0.95,0.07,8,0.85,912.36,81.95,65928.83,3454,0.34,0.94,0.33,0.42,4,71,0
15,0,0.79,0.72,7,0.52,5129.56,96.22,23608.94,4092,0.13,0.54,4.82,0.39,3,59,2
21,1,0.62,0.91,8,0.98,7806.22,8.92,42469.35,3348,0.12,0.4,4.8,0.5,3,13,2
38,0,0.22,0.1,6,0.27,4650.53,90.78,35282.55,371,0.92,0.08,3.1,0.9,4,70,2
47,1,0.83,0.82,7,0.7,215.89,70.84,29387.41,4809,0.93,0.4,4.58,0.48,4,74,0
17,0,0.52,0.4,9,0.19,1433.98,40.69,65238.79,4866,0.89,0.3,1.37,0.38,5,54,1
45,0,0.01,0.36,4,0.11,7539.08,81.81,80135.78,754,0.05,0.38,1.71,0.94,1,82,1
12,0,0.13,0.28,10,0.5,683.51,10.3,57862.24,3484,0.66,0.04,1.11,0.11,3,3,2
11,0,0.68,0.81,8,0.46,175.95,13.89,8240.1,4887,0.03,0.63,2.77,0.82,1,89,1
3,1,0.88,0.2,10,0.64,7491.05,84.44,62284.86,3372,0.18,0.93,1.99,0.47,4,63,2
43,1,0.79,0.1,10,0.57,6364.06,10.16,52930.45,4475,0.64,0.28,0.13,0.69,3,92,2
10,1,0.21,0.57,9,0.2,4469.47,17.84,44228.01,2324,0.42,0.99,3.19,0.18,1,85,2
10,0,0.2,0.4,4,0.22,5318.59,89.92,44140.38,3726,0.53,0.21,0.68,0.6,4,48,1
49,0,0.95,0.7,10,0.26,860.81,53.68,76167.18,4617,0.02,0.42,4.79,0.7,2,63,2
26,0,0.49,0.7,7,0.57,6548.06,18.02,56317.66,270,0.57,0.63,0.43,0.78,4,75,0
5,1,0.76,0.18,10,0.7,4815.03,19.04,62677.81,2116,0.96,0.59,3.95,0.51,3,3,1
10,0,0.98,0.54,9,0.73,4955.2,94.48,66409.19,108,0.18,0.27,2.19,0.81,4,55,2
24,0,0.59,0.83,8,0.69,7254.57,79.86,77149.85,863,0.4,0.56,4.05,0.22,2,61,1
22,1,0.21,0.17,10,0.27,6135.3,20.86,61582.92,40,0.27,0.76,3.62,0.55,1,30,1
33,0,0.74,0.17,10,0.26,9616.98,13.99,19549.05,304,0.45,0.29,0.93,0.02,1,87,2
4,1,0.18,1,7,0.03,3571.42,43.11,37618.77,2823,0.65,0.83,4.88,0.73,3,56,2
42,1,0.51,0.95,8,0.52,2013.16,45.34,33973.47,418,0.35,0.26,2.5,0.3,4,69,2
3,0,0.52,0.29,4,0.6,3530.42,47.67,81752.06,4536,0.29,0.46,0.24,0.06,5,95,1
24,1,0.39,0.36,4,0.17,2047.95,35.18,69264.84,899,0.88,0.05,2.17,0.87,4,84,2
29,0,0.06,0.52,9,0.26,3849.06,42.47,22124.2,2258,0.32,0.91,0.58,0.44,4,81,1
31,0,0.4,0.36,8,0.42,5630.15,68.64,62723.32,4678,0.34,0.89,0.4,0.51,3,5,1
34,1,0.42,0.34,4,0.23,7913.93,54.61,37635.08,4737,0.39,0.65,1.76,0.75,4,35,1
13,0,0.98,0.52,5,0.37,2918.18,87,59040.98,2657,0.27,0.48,3.54,0.99,3,33,0
14,0,0.02,0.03,7,0.24,8326.8,79.57,13420.77,1363,0.31,0.62,2.36,0.93,2,16,1
23,0,0.12,0.2,5,0.42,762.48,11.9,17080.75,815,0.12,0.85,1.62,0.65,4,74,2
39,0,0.43,0.72,8,0.36,4793.59,20.9,14631.08,346,0.63,0.97,3.54,0.41,3,65,2
29,1,0.94,0.78,4,0.71,5010.94,11.12,61188.63,4778,0.64,0.39,3.18,0.98,3,82,2
28,1,0.2,0.2,9,0.05,4838.74,93.19,9149.03,2880,0.33,0.98,0.01,0.46,2,37,1
21,1,0.61,0.8,6,0.91,1805.69,53.52,20850.7,3031,0.53,0.54,3.25,0.35,1,39,1
10,1,0.13,0.17,10,0.08,4177.21,22.56,32109.79,3248,0.68,0,0.93,0.02,2,43,0
13,0,0.38,0.69,6,0.45,9101.41,23.76,75649.39,2146,0.94,0.94,3.01,0.93,1,9,1
33,0,0.07,0.66,4,0.75,5428.31,94.83,91418.34,1057,0.09,0.19,3.23,0.6,1,45,2
19,0,0.11,0.07,10,0.1,6928.63,62.27,77407.55,1727,0.95,0.01,1.78,0.3,3,99,2
8,1,0.67,0.88,8,0.88,1886.54,69.74,54046.42,1437,0.36,0.94,1.44,0.84,4,57,1
14,0,0.34,0.3,7,0.53,1580.15,25.28,32315.91,1668,0.19,0.97,4.6,0.81,4,5,1
25,0,0.78,0.05,4,0.47,1037.86,5.87,92249.74,1597,0.37,0.61,0.54,0.12,1,58,0
3,0,0.3,0.79,8,0.8,1764.41,28.23,3594.15,2952,0.02,0.79,2.77,0.94,4,23,2
25,1,0.36,0.45,10,0.11,2078.2,55.86,9917.45,1236,0.88,0.92,0.1,0.69,5,40,0
6,1,0.03,0.82,7,0.16,3364.28,48.28,6562.66,3668,0.46,0.58,3.79,0.38,1,31,2
43,1,0,0.21,5,0.01,1362.73,81.53,71184.52,830,0.53,0.03,0.17,0.53,5,88,1
36,0,0.18,0.83,8,0.84,2861.68,52.86,49981.82,3415,0.05,0.79,2.14,0.58,5,42,0
7,0,0.49,0.67,9,0.92,7211.37,91.33,6098.31,3636,0.86,0.81,2.12,0.95,4,39,1
35,1,0.71,0.97,4,0.21,1307.6,66.96,8539.79,2843,0.13,0.21,4.23,0.4,2,20,2
29,0,0.54,0.16,8,0.79,8329.03,2.98,47422.45,394,0.34,0.05,2.65,0.82,4,47,1
10,0,0.24,0.38,5,0.64,8196.26,50.04,58487.44,2110,0.45,0.06,4.97,0.4,1,52,1
9,1,0.42,0.55,6,0.1,8060.78,74.24,809.67,83,0.2,0.3,0.62,0.54,3,80,0
6,1,0.05,0.01,8,0.44,25.34,4.55,76866.37,659,0,0.56,1.01,0.6,4,85,0
20,0,0.13,0.82,9,0.32,5873.66,2.16,61213.12,4993,0.73,0.89,1.46,0.75,4,47,0
18,1,0.53,0.53,8,0.14,2354.98,99.73,1170.62,4592,0.71,0.34,4.57,0.6,5,2,2
44,0,0.42,0.86,5,0.88,1230.32,92.31,51959.63,2101,0.91,0.51,0.34,0.71,5,75,2
15,1,0.58,0.89,5,0.76,1668.45,15.13,56317.81,151,0.04,0.6,0.97,0.68,4,16,1
33,1,0.65,0.26,4,0.83,2152.72,23.66,49930.38,3840,0.53,0.03,0.02,0.71,2,94,1
24,0,0.24,0.34,7,0.07,3565.4,31.28,87213.33,761,0.42,0.65,2.42,0.45,4,33,2
40,1,0.47,0.76,6,0.51,8897.34,51.62,69085.71,2818,0.17,0.14,2.52,0.54,1,33,1
3,1,0.27,0.79,9,0.81,5252.1,69.5,36304.84,249,0.4,0.13,3.47,0.42,3,70,1
23,1,0.06,0.94,5,0.07,9867.08,51.64,9306.12,3507,0.54,0.45,3.76,0.28,5,70,1
32,1,1,0.02,10,0.19,5295.12,72.57,39849.86,3245,0.63,0.68,2.99,0.7,5,42,0
27,1,0.23,0.03,10,0.97,2462.36,99.12,94708.61,2002,0.05,0.57,2.37,0.82,5,26,2
17,1,0.42,0.88,6,0.89,4751.64,67.71,49540.57,2304,0.64,0.89,4.21,0.08,3,89,2
34,1,0.96,0.61,5,0.84,6795.98,5.57,89792.3,1868,0.12,0.67,0.47,0.89,5,88,0
15,0,0.86,0.44,7,0.25,7508.56,83.31,82599.9,3797,0.92,0.7,0.72,0.43,4,49,0
35,1,0.03,0.62,4,0.33,8778.71,57.64,71900.97,2326,0.94,0.89,2.84,0.84,5,84,0
26,0,0.24,0.78,7,0.27,1974.89,29.6,7309.9,1849,0.44,0.86,1.88,0.08,4,20,0
5,0,0.07,0.87,5,0.88,9781.08,36.15,37359.98,4673,0.08,0.51,0.14,0.77,4,17,2
14,0,0.41,0.02,4,0.99,8566.73,51.8,28837.72,2811,0.13,0.67,2.29,0.9,5,89,0
49,1,0.82,0.78,8,0.13,4676.1,66.98,47911.98,2130,0.32,0.07,0.76,0.59,2,28,1
37,1,0.58,0.37,4,0.33,970.84,35.41,87688.72,1453,0.24,0.26,1.03,0.37,1,64,2
4,0,0.81,0.16,7,0.19,9485.45,98.14,99556.01,350,0.77,0.03,3.66,0.71,3,53,1
13,0,0.33,0.59,6,0.48,7745.35,48.57,51674.62,4408,0.68,0.72,1.82,0.83,2,5,1
3,0,0.99,0.4,7,0.11,7059.34,48.16,82134.01,781,1,0.19,3.7,0.35,5,58,0
37,1,0.45,0.81,5,0.92,9667.89,21.12,19905.05,4488,0.62,0.54,3.06,0.33,1,49,2
12,1,0.82,0.15,5,0.49,5830.09,0.33,6362.5,2529,0.65,0.86,1.71,0.7,2,94,2
