CPR,label,CT,UM,NC,CS,PC,CP,T,PB,AV,SRBP,ATPB,RE,TG,CH,CTS
1,0,0.64,0.23,10,0.62,3977.21,87.92,97022.06,219,0.71,0.99,4.77,0.98,3,72,2
0,0,0.33,0.03,5,0.68,1386.22,35.98,23340.84,2806,0.71,0.3,2.06,0.32,3,38,1
5,1,0.84,0.29,10,0.96,4781.28,23.6,43832.35,3872,0.98,0.59,3.65,0.8,3,4,0
6,0,0.87,0.2,9,0.91,951.63,68.34,39508.57,1161,0.84,0.11,1.68,0.13,5,71,0
6,1,0.82,1.0,9,0.09,1517.26,72.77,36997.39,4335,0.87,0.44,3.59,0.51,1,61,1
0,0,0.43,0.51,8,0.72,1524.62,73.62,56442.24,3001,0.97,0.44,2.73,0.29,4,3,1
9,1,0.57,0.14,5,0.76,1959.87,77.18,80811.1,4069,0.88,0.87,1.31,0.92,4,9,2
8,0,0.96,0.34,10,0.57,1089.96,37.16,46906.77,22,0.84,0.83,1.29,0.04,3,59,1
7,1,0.68,0.33,5,0.99,5381.39,50.87,31780.71,1219,0.31,0.55,4.13,0.15,5,30,0
2,1,0.73,0.93,4,0.51,3179.53,94.37,84304.26,2988,0.89,0.21,0.68,0.31,2,88,0
8,0,0.85,0.84,9,0.18,7872.33,41.41,83799.53,3322,0.67,0.13,0.96,0.35,4,59,0
9,0,0.57,0.66,8,0.82,4271.54,60.38,66935.09,212,0.6,0.55,1.97,0.5,2,65,2
1,0,0.1,0.36,8,0.67,1480.03,42.72,12527.65,1240,0.57,0.02,3.19,0.35,4,26,2
1,1,0.45,0.75,7,0.51,7444.35,53.49,79335.25,4808,0.98,0.47,0.78,0.94,2,1,0
2,1,0.85,0.41,7,0.51,491.32,44.69,77324.38,1659,0.79,0.12,1.53,0.47,4,64,0
1,0,0.28,0.48,6,0.6,6320.39,6.6,49308.12,2453,0.06,0.27,4.85,0.15,3,70,0
8,1,0.45,0.24,10,0.36,6101.18,0.27,26279.08,1449,0.57,0.43,4.11,0.42,2,65,1
2,0,0.57,0.51,10,0.81,9854.95,90.2,19337.86,3620,0.28,0.89,3.13,0.25,4,44,1
5,0,0.04,0.16,7,0.51,3086.61,46.84,87869.79,706,0.97,0.32,1.74,0.15,5,61,2
7,0,0.48,0.8,8,0.08,411.6,80.27,16548.25,2090,0.6,0.83,1.84,0.6,1,67,1
1,1,0.78,0.14,6,0.75,8383.78,59.51,84128.74,1586,0.37,0.7,1.94,0.46,2,45,2
5,0,0.63,0.59,4,0.8,8824.48,70.03,69155.83,1565,0.19,0.11,0.89,0.48,1,19,0
1,0,0.67,0.21,6,0.14,8226.81,74.97,28368.99,2869,0.72,0.39,0.99,0.77,4,59,2
8,1,0.04,0.09,4,0.21,2544.61,4.76,5943.62,81,0.95,0.11,0.7,0.52,2,98,1
5,1,0.57,0.87,9,0.2,7988.41,95.26,74789.4,4285,0.96,0.75,4.92,0.38,2,5,2
5,1,0.65,0.13,10,0.56,3015.06,85.29,37346.83,3549,0.36,0.53,1.6,0.94,2,35,2
7,1,0.26,0.53,7,0.62,8731.62,49.25,23954.68,3872,0.07,0.96,1.57,0.92,2,32,2
2,1,0.61,0.23,8,0.68,1274.95,96.76,35985.02,4946,0.62,0.17,3.81,0.27,1,68,2
0,1,0.51,0.1,9,0.55,6637.11,36.15,58376.19,2233,0.24,0.72,0.43,0.55,3,83,0
5,1,0.09,0.8,4,0.92,4323.14,28.93,77080.21,3427,0.47,0.95,0.11,0.57,4,10,0
0,1,0.26,0.35,9,0.65,4239.09,98.78,81085.76,4194,0.24,0.28,2.26,0.46,3,78,1
4,1,0.31,0.55,4,0.01,723.0,1.77,17700.65,3318,0.29,0.79,1.2,0.28,5,75,0
3,1,0.97,0.39,4,0.66,4150.13,26.41,59832.57,150,0.51,0.25,3.9,0.33,4,82,2
8,0,0.66,0.34,5,0.49,3276.32,98.08,57467.1,2451,0.71,0.3,3.05,0.71,5,86,1
0,1,0.37,0.49,5,0.13,844.96,32.3,32750.66,2876,0.75,0.04,2.38,0.46,5,13,2
9,1,0.97,0.42,5,0.12,7420.29,85.08,36946.62,2378,0.35,0.98,4.77,0.97,4,68,2
0,0,0.06,0.16,6,0.43,7449.19,38.35,23896.19,2717,0.02,0.27,3.88,0.62,1,91,2
1,0,0.67,0.85,9,0.19,1903.24,45.55,57873.23,3110,0.95,0.3,0.73,0.99,3,33,0
7,1,0.72,0.6,4,0.4,6445.27,74.82,61534.43,2254,0.79,0.7,0.21,0.86,4,68,0
2,1,0.71,0.74,8,0.33,4752.38,70.14,94288.18,3240,0.09,0.78,4.57,0.73,5,26,2
2,1,0.58,0.31,10,0.63,5596.74,14.19,76099.34,1512,0.31,0.64,1.61,0.8,3,39,0
8,0,0.17,0.89,10,0.52,789.02,84.86,17427.21,2882,0.51,0.01,0.23,0.36,1,61,0
4,1,0.47,0.74,6,0.73,2035.45,53.22,91867.3,3210,0.17,0.08,1.09,0.21,1,6,1
0,0,0.34,0.16,9,0.75,5551.47,77.82,58397.99,2655,0.44,0.99,1.42,0.24,2,1,1
3,0,0.51,0.9,10,0.58,7103.99,75.62,73484.13,3109,0.8,0.26,3.17,0.33,1,81,1
1,1,0.77,0.87,4,0.76,3657.46,52.25,26662.98,4022,0.65,0.82,1.27,0.86,4,44,1
8,1,0.13,0.36,5,0.16,7257.0,83.94,97044.72,2861,0.68,0.1,2.51,0.36,1,14,1
7,1,0.8,0.92,5,0.5,4930.35,87.9,48871.97,2929,0.05,0.55,3.02,0.11,3,63,2
3,0,0.69,0.38,8,0.45,5596.9,99.88,78644.27,1597,0.03,0.61,2.9,0.6,3,80,1
1,1,0.03,0.4,7,0.97,5085.97,88.36,8829.45,1332,0.04,0.59,3.35,0.35,4,45,0
4,0,0.27,0.18,9,0.57,2527.42,12.16,85229.19,2997,0.87,0.59,0.37,0.63,2,48,2
1,0,0.26,0.14,8,0.11,2835.93,80.74,43808.03,1385,0.84,0.6,0.82,0.98,1,20,0
7,1,0.97,0.38,7,0.85,6466.18,86.76,27734.85,3406,0.65,0.88,0.87,0.81,5,43,0
4,1,0.36,0.5,4,0.47,2629.88,99.16,97222.45,4442,0.83,0.45,4.2,0.61,5,19,0
7,0,0.83,0.06,9,0.33,1006.76,1.63,38128.72,365,0.62,0.54,2.45,0.63,2,94,2
0,0,0.02,0.5,8,0.03,2803.85,71.42,59131.01,2647,0.26,0.94,1.78,0.96,3,78,2
2,1,0.65,0.38,9,0.41,3372.18,74.23,52896.12,4194,0.76,0.41,3.5,0.0,1,39,1
3,0,0.16,0.43,8,0.44,8567.05,82.96,12866.4,2369,0.58,0.47,0.2,0.2,5,43,2
4,0,0.73,0.45,5,0.43,3075.72,88.39,69037.02,1154,0.56,0.31,2.58,0.63,1,53,0
6,1,0.61,0.27,7,0.99,4909.65,86.58,86152.24,4578,0.82,0.19,1.13,0.93,2,72,0
9,0,0.7,0.66,4,0.51,8852.91,32.89,30224.65,1369,0.2,0.89,3.71,0.02,2,34,2
1,0,0.59,0.4,9,0.76,5816.42,56.54,77978.92,183,0.82,0.64,3.47,0.13,2,19,1
8,0,0.3,0.99,6,0.46,8321.05,79.92,12233.08,2292,0.85,0.79,1.05,0.34,4,8,0
0,1,0.68,0.84,9,0.57,525.6,3.01,25398.2,4768,0.93,0.96,2.44,0.83,5,25,1
2,1,0.81,0.36,4,0.02,6505.5,55.87,31852.69,3690,0.78,0.82,4.62,0.75,2,12,0
3,0,0.43,0.08,7,0.46,7125.66,43.4,37771.29,4117,0.3,0.2,4.71,0.43,3,93,0
3,0,0.2,0.32,5,0.27,2304.74,14.3,63547.86,2417,0.33,0.8,4.7,0.82,1,94,2
0,1,0.48,0.63,4,0.95,3028.02,20.15,43561.83,4325,0.76,0.65,0.15,0.27,5,11,0
7,1,0.93,0.41,7,0.86,5814.94,40.05,93570.64,1213,0.75,0.26,2.23,0.46,5,96,2
2,0,0.74,0.58,7,0.01,686.59,77.39,35170.2,3675,0.11,0.52,4.95,0.85,1,12,2
6,0,0.85,0.25,9,0.83,6990.43,10.07,17300.16,2376,0.64,0.74,1.27,0.95,4,86,0
0,1,0.99,0.92,4,0.11,9824.68,60.54,21083.05,4744,0.91,0.27,0.57,0.34,1,9,1
3,1,0.52,0.11,10,0.9,3151.04,38.55,30473.7,2343,0.8,0.17,2.66,0.34,1,88,0
1,1,0.6,0.89,4,0.88,2991.11,89.89,18216.55,4511,0.09,0.67,0.88,0.84,5,78,1
4,0,0.06,0.83,7,0.31,9492.25,94.6,36937.41,4473,0.77,0.49,1.79,0.75,5,24,1
7,0,0.26,0.32,7,0.72,6466.14,27.44,91276.76,2133,0.94,0.05,4.95,0.79,4,32,2
6,0,1.0,0.41,4,0.16,967.39,84.59,69400.43,2314,0.2,0.57,3.86,0.72,2,59,2
0,1,0.18,0.21,8,0.67,5677.78,8.72,25908.87,482,0.05,0.18,2.51,0.49,2,75,0
1,1,0.64,0.2,9,0.47,4663.43,91.51,74460.4,3257,0.83,0.5,0.04,0.7,2,28,0
8,1,0.94,0.43,10,0.35,7026.79,70.16,97027.41,3514,0.59,0.96,0.06,0.46,1,60,2
5,1,0.08,0.47,9,0.19,7195.22,79.34,31077.22,2035,0.48,0.77,4.07,0.77,2,65,1
6,1,0.78,0.36,7,0.21,2717.68,55.34,46750.99,3589,0.73,0.21,2.23,0.9,2,2,0
2,1,0.21,0.36,6,0.82,5694.11,57.79,26422.71,3886,0.15,0.78,3.32,0.72,1,22,2
3,1,0.01,0.26,5,0.61,8543.18,99.79,9354.34,1347,0.34,0.11,2.79,0.94,2,82,1
2,1,0.29,0.2,6,0.03,3607.64,76.8,67257.69,2270,0.89,0.31,2.85,0.09,5,75,1
5,1,0.26,0.88,7,0.23,9885.3,12.4,90033.72,1921,0.3,0.21,3.88,0.66,4,87,2
6,1,0.46,0.26,4,0.95,1509.25,90.58,39455.66,2251,0.02,0.99,1.07,0.69,2,78,1
1,0,0.13,0.46,10,0.35,9746.95,66.74,58194.52,2759,0.25,0.43,3.0,0.94,3,50,0
6,0,0.4,0.33,9,0.65,3149.17,89.32,36207.51,4767,0.95,0.59,3.07,0.98,3,32,2
2,0,0.79,0.52,9,0.37,9603.05,54.17,29824.23,3891,0.88,0.71,2.17,0.57,3,60,2
9,1,0.14,0.23,9,0.65,2941.89,83.23,18427.69,214,0.96,1.0,4.0,0.37,3,71,0
8,0,0.95,0.11,4,0.21,8942.92,24.29,74356.35,4304,0.75,0.29,4.46,0.63,1,71,1
1,1,0.61,0.01,5,0.79,5441.32,47.45,19973.65,17,0.29,0.08,1.5,0.04,2,75,1
3,1,0.98,0.28,6,0.74,4427.28,32.58,12942.75,1631,0.97,0.08,0.74,0.68,3,54,1
1,0,0.28,0.85,8,0.34,4818.77,18.79,54475.21,67,0.01,0.93,3.25,0.78,2,80,2
1,0,0.28,0.95,9,0.34,8640.87,11.91,77839.27,3490,0.97,0.83,2.49,0.94,1,28,0
3,1,0.99,0.76,5,0.71,674.35,24.78,72122.23,154,0.89,0.64,3.14,0.05,4,62,1
7,0,0.74,0.15,7,0.93,3349.39,2.03,24234.13,3583,0.92,0.86,1.07,0.41,3,47,1
6,1,0.18,0.38,8,0.71,4495.82,1.93,27898.64,27,0.17,0.42,2.54,0.21,1,89,2
3,1,0.17,0.29,9,0.48,4053.66,57.14,18274.46,1777,0.04,0.87,1.4,0.98,2,93,1
7,0,0.47,0.01,8,0.18,1980.25,55.34,50446.29,3417,0.1,0.26,4.85,0.56,1,1,1
6,1,0.25,0.82,6,0.67,1697.37,57.06,21750.53,2358,0.56,0.75,2.36,0.64,3,24,1
8,1,0.85,0.3,7,0.31,8692.82,11.99,64012.77,1027,0.72,0.29,2.34,0.03,2,61,2
3,1,0.75,0.95,7,0.22,6178.74,40.81,36354.09,3547,0.33,0.49,4.68,0.11,3,75,2
7,0,0.4,0.24,8,0.38,975.82,5.86,98679.66,2081,0.24,0.73,2.73,0.44,5,60,1
0,1,0.64,0.84,10,0.32,5999.38,26.32,61767.68,1980,0.76,0.01,3.07,0.71,4,62,2
3,0,0.67,0.11,8,0.46,6714.49,75.58,1040.26,3390,0.04,0.06,1.83,0.39,1,29,2
1,0,0.28,0.67,8,0.0,5197.42,97.83,42231.77,4104,0.46,0.87,0.98,0.68,5,89,1
7,1,0.21,0.59,9,0.26,3744.5,79.24,404.35,4496,0.59,0.68,0.94,0.33,3,42,2
5,0,0.79,0.71,7,0.53,2611.62,49.44,92186.59,3550,0.01,0.86,4.01,0.76,4,6,0
0,0,0.93,0.44,8,0.26,9173.23,46.36,65135.68,218,0.25,0.36,0.18,0.28,1,87,1
1,1,0.03,0.19,8,0.42,9345.52,22.93,17943.92,350,0.14,0.36,2.86,0.96,2,30,2
1,1,0.26,0.64,7,0.16,1948.0,74.9,42104.8,1566,0.05,0.1,0.65,0.7,5,18,2
3,1,0.47,0.48,9,0.21,4243.18,65.1,90933.18,947,0.39,0.21,1.96,0.38,4,21,1
7,1,0.43,0.75,7,0.38,9299.13,25.51,27939.36,3660,0.32,0.31,1.7,0.27,5,67,2
7,0,0.66,0.59,8,0.41,2505.84,52.04,77415.76,3344,0.31,0.75,0.2,0.36,3,96,0
8,1,0.78,0.32,6,0.11,1156.63,91.87,42101.37,1935,0.0,0.36,4.29,0.8,4,40,1
1,0,0.93,0.03,10,0.13,6073.16,11.03,39743.37,1879,0.79,0.47,4.6,0.02,5,42,2
7,1,0.66,0.71,6,0.6,2195.75,16.34,43344.44,4734,0.46,0.79,0.22,0.19,1,18,1
7,0,0.82,0.07,8,0.48,9331.91,54.65,70536.48,1820,0.82,0.72,4.55,0.23,4,12,2
6,0,0.58,0.71,5,0.22,6326.68,56.34,7164.7,234,0.43,0.23,1.51,0.34,5,1,2
3,1,0.12,0.36,8,0.42,8994.39,66.57,3833.56,2704,0.16,0.53,3.41,0.17,2,70,0
0,1,0.12,0.64,10,0.31,7844.5,21.49,10318.06,2058,1.0,0.79,1.15,0.98,5,80,1
5,0,0.99,0.39,8,0.24,4066.35,24.68,8302.91,2955,0.03,0.72,1.25,0.58,3,27,1
5,0,0.79,0.19,7,0.2,8946.78,9.64,94784.07,2759,0.52,0.9,2.89,0.92,3,13,0
0,0,0.6,0.34,8,0.93,8614.29,9.13,16069.94,2289,0.76,0.7,3.15,0.65,3,89,1
3,1,0.09,0.75,9,0.61,9682.27,62.49,92619.92,4400,0.34,0.05,3.62,0.21,4,81,0
6,1,0.92,0.77,9,0.91,7220.93,89.76,827.42,1689,0.45,0.61,0.0,0.29,5,54,0
8,1,0.98,0.47,7,0.36,4729.76,48.17,29554.82,3315,0.82,0.19,0.49,0.05,2,68,1
6,1,0.5,0.35,6,0.19,1958.57,50.42,21951.2,4661,0.01,0.96,3.81,0.19,1,21,2
9,1,0.45,0.43,4,0.24,7241.19,76.2,97349.86,3513,0.29,0.85,2.84,0.79,2,10,0
7,1,0.99,0.06,8,0.11,9166.74,80.78,66434.47,2162,0.65,0.44,3.06,0.99,5,83,2
4,0,0.95,0.12,5,0.73,2697.13,31.78,76852.8,284,0.9,0.07,4.2,0.09,1,64,0
8,0,0.38,0.48,9,0.45,6191.76,23.27,64442.7,2221,0.6,0.08,0.01,0.67,3,36,0
9,0,0.08,0.06,8,0.81,3831.01,66.43,98990.11,4536,0.99,0.53,2.16,0.3,1,98,1
1,0,0.87,0.81,7,0.51,2825.57,5.89,70045.46,4888,0.71,0.26,3.5,0.06,3,6,1
7,1,0.11,0.55,4,0.17,3747.45,45.21,80436.33,2702,0.4,0.79,2.82,0.78,5,47,1
8,1,0.37,0.98,8,0.68,2368.07,37.15,5680.83,2058,0.8,0.96,2.22,0.58,1,39,1
5,0,0.69,0.53,7,0.86,214.02,71.5,12308.56,2695,0.65,0.8,1.21,0.79,4,26,0
1,0,0.36,0.01,8,0.13,1172.55,24.28,77874.15,1149,0.58,0.57,2.7,0.69,3,32,0
3,1,0.02,0.63,9,0.55,1272.96,48.73,13459.73,3995,0.63,0.38,2.81,0.26,2,72,2
0,1,0.5,0.37,8,0.15,7270.7,59.94,72634.31,2257,0.06,0.33,1.25,0.62,3,40,1
1,0,0.99,0.27,9,0.91,1206.05,1.8,23725.81,560,0.67,0.75,4.86,0.13,5,7,2
0,0,0.44,0.01,6,0.22,5058.1,42.96,89340.53,4346,0.82,0.77,4.85,0.89,1,37,1
2,0,0.33,0.75,4,0.21,5819.12,80.7,73681.5,2815,0.48,0.73,0.59,0.22,4,31,1
5,0,0.64,0.94,8,0.16,2776.85,42.45,33865.42,3850,0.56,0.7,4.81,0.0,3,92,1
9,0,0.44,0.39,9,0.09,7456.68,88.89,70124.66,1622,0.93,0.06,1.23,0.65,3,49,2
7,1,0.44,0.88,4,0.4,2237.55,48.1,46448.87,987,0.68,0.07,2.14,0.92,3,89,0
9,1,0.51,0.88,7,0.99,7228.46,34.64,4791.56,1068,0.94,0.15,2.61,0.35,5,99,2
5,0,0.07,0.25,8,0.84,3921.76,37.6,4984.31,1034,0.15,0.82,0.06,0.29,3,20,2
9,0,0.77,0.29,5,0.83,404.74,94.25,18472.11,3484,0.67,0.74,4.97,0.94,5,57,1
4,0,0.03,0.44,5,0.88,3508.15,69.86,31084.07,3994,0.65,0.45,2.25,0.43,5,63,0
8,0,0.01,0.7,6,0.23,5987.5,21.15,77007.63,87,0.99,0.49,4.36,0.55,1,96,0
7,0,0.36,0.72,5,0.57,4571.65,2.77,29190.47,923,0.25,0.31,0.18,0.04,3,56,1
8,0,0.96,0.19,4,0.93,754.32,37.3,69092.65,955,0.87,0.95,2.95,0.91,3,41,2
0,0,0.52,0.9,6,0.41,8053.52,58.32,96456.58,2638,0.67,0.04,4.76,0.19,4,63,2
1,1,0.07,0.83,4,0.93,6363.1,51.79,28598.08,1579,0.85,0.61,1.86,0.55,2,21,0
4,1,0.78,0.1,4,0.73,8289.13,50.49,20625.59,244,0.13,0.13,0.48,0.12,2,26,1
9,0,0.83,0.71,5,0.84,6579.51,85.79,36556.04,3791,0.42,0.05,4.88,0.2,1,56,1
5,0,0.43,0.47,10,0.99,4439.06,93.23,1331.77,4917,0.97,0.48,3.62,0.36,4,58,0
3,1,0.65,0.3,7,0.98,3108.71,81.49,60602.17,2072,0.05,0.08,4.22,0.61,4,83,2
4,0,0.43,0.65,9,0.57,3860.08,8.44,24406.82,1685,0.89,0.84,3.31,0.76,1,90,1
2,0,0.8,0.74,8,0.48,6512.65,26.07,18575.43,4922,0.46,0.6,3.04,0.82,5,67,2
2,0,0.03,0.14,4,0.42,3403.33,51.45,77762.91,4806,0.92,0.28,0.86,0.98,2,49,0
4,0,0.79,0.74,7,0.47,1320.86,1.46,19737.45,2178,0.78,0.77,3.09,0.69,4,78,2
8,0,0.55,0.71,4,0.3,4675.25,47.52,77690.98,4452,0.68,0.49,0.04,0.89,4,98,0
9,1,0.72,0.09,4,0.12,9283.71,70.93,87882.06,681,0.15,0.85,2.81,0.12,1,37,2
9,1,0.52,0.27,6,0.92,1840.17,26.32,37705.99,710,0.4,0.36,2.67,0.54,3,51,0
5,1,0.02,0.96,4,0.46,8369.55,17.04,96619.06,1429,0.66,0.16,0.93,0.35,1,8,2
1,0,0.63,0.3,8,0.62,8128.12,52.96,20074.45,1797,0.89,0.87,1.17,0.6,5,46,1
7,0,0.82,0.73,5,0.74,1813.31,0.94,65837.17,2926,0.27,0.03,1.2,0.81,5,79,2
4,0,0.66,0.32,5,0.2,8847.12,36.75,17081.57,2195,0.88,0.59,1.22,0.37,1,84,2
3,1,0.63,0.24,4,0.71,9966.59,24.2,91079.54,603,0.09,0.52,3.43,0.36,2,79,2
6,0,0.41,0.47,10,0.49,8140.38,20.7,63140.06,3862,0.45,0.56,0.38,0.19,1,8,2
5,1,0.17,0.48,6,0.55,2027.5,52.96,71957.46,1133,0.89,0.02,4.23,0.68,2,78,2
4,0,0.73,0.46,8,0.66,2980.51,19.98,84541.58,745,0.12,0.4,2.3,0.41,5,78,2
0,0,0.17,0.46,10,0.71,8040.89,5.58,35802.55,4620,0.86,0.77,1.86,0.63,5,1,2
1,0,0.24,0.27,5,0.71,2331.36,7.85,31790.25,1433,0.39,0.13,4.89,0.91,3,20,2
0,0,0.53,0.92,4,0.95,4524.77,76.05,98624.93,841,0.14,0.4,0.45,0.58,1,83,0
6,0,0.45,0.98,7,0.94,4777.97,31.99,95803.54,3869,0.45,0.64,0.47,0.91,3,34,0
9,1,0.55,0.72,4,0.9,9883.93,97.44,20742.0,2237,0.19,0.16,2.64,0.03,2,68,1
8,0,0.56,0.87,7,0.07,9493.2,58.38,15520.65,3625,0.69,0.33,3.86,0.51,4,40,1
8,1,0.2,0.92,4,0.64,7276.95,56.95,95552.41,1460,0.34,0.81,1.02,0.05,2,45,0
9,1,0.35,0.97,8,0.42,6152.53,66.19,30600.07,4963,0.16,0.49,4.62,0.72,2,47,0
8,1,0.3,0.63,9,0.92,5064.09,58.75,33970.48,2703,0.74,0.49,4.97,0.95,4,81,0
6,1,0.76,0.18,10,0.19,5699.85,3.67,84522.75,4172,0.59,0.53,0.36,0.08,5,6,2
7,1,0.11,0.62,4,0.32,3273.32,24.18,92888.77,770,0.07,0.75,4.61,0.22,3,55,1
7,0,0.78,0.73,4,0.23,7263.03,6.29,18727.44,129,0.61,0.59,2.27,0.99,4,84,1
3,0,0.53,0.27,10,0.66,569.18,13.3,92060.28,1735,0.87,0.42,2.56,0.29,2,15,1
7,0,0.56,0.1,7,0.37,7510.93,52.16,21861.45,3855,0.8,0.2,4.07,0.91,3,97,2
4,1,0.06,0.57,4,0.32,5179.49,93.03,44640.73,1468,0.62,0.71,1.85,0.85,3,58,1
2,1,0.96,0.12,10,0.72,2472.22,49.08,81443.68,713,0.44,0.74,0.07,0.11,3,26,1
1,1,0.16,0.32,4,0.98,6132.88,32.92,13835.69,2693,0.07,0.14,4.83,0.9,5,73,0
5,1,0.89,0.71,4,0.87,3844.44,52.96,87619.42,800,0.67,0.94,3.91,0.95,3,42,0
3,0,0.57,0.4,6,0.66,2243.27,5.88,10264.61,4755,0.75,0.98,0.94,0.72,4,68,0
4,1,0.24,0.78,8,0.87,541.2,23.2,81832.08,4283,0.98,0.94,4.81,0.05,5,54,0
9,0,0.66,0.1,10,0.23,769.71,6.69,68969.47,2179,0.99,0.11,0.45,0.15,1,92,0
4,0,0.33,0.67,4,0.05,8850.1,88.71,21014.15,4568,0.53,0.84,4.28,0.07,3,84,0
9,1,0.62,0.16,7,0.64,8215.94,90.86,1512.59,2246,0.98,0.26,0.18,0.19,4,21,0
5,0,0.96,0.05,8,0.32,3595.89,48.39,88839.19,4906,0.09,0.17,2.25,0.05,2,20,0
5,1,0.75,0.73,5,0.25,6991.15,29.11,22944.82,1746,0.43,0.71,0.14,0.49,3,12,0
6,1,0.11,0.95,5,0.17,4705.76,52.73,76269.69,2348,0.57,0.84,4.52,0.73,4,68,1
7,0,0.72,0.09,5,0.76,853.91,76.66,66319.13,3199,0.9,0.45,4.9,0.02,3,33,0
4,1,0.66,0.59,6,0.14,4345.52,5.08,11633.4,3730,0.93,0.71,4.94,0.36,3,59,0
5,0,0.2,0.34,10,0.09,4435.28,34.25,27914.87,972,0.46,0.71,3.4,0.11,5,11,2
6,1,0.6,0.51,4,0.15,4933.94,36.75,68680.2,217,0.05,0.84,0.53,0.72,3,6,1
6,1,0.23,0.51,7,0.61,7869.14,44.6,74900.12,4088,0.17,0.24,2.99,0.74,1,20,1
3,0,0.97,0.87,8,0.96,1872.2,82.99,51908.44,2856,0.16,0.65,0.89,0.33,2,80,0
6,0,0.46,0.39,4,0.05,7527.83,58.08,32938.68,4794,0.17,0.36,3.51,0.94,1,15,2
6,1,0.45,0.72,8,0.84,3972.69,98.32,165.6,4538,0.29,0.43,0.64,0.63,5,12,0
2,1,0.03,0.36,5,0.35,7771.75,25.59,32360.21,558,0.89,0.83,2.79,0.2,4,56,0
5,0,0.75,0.78,10,0.57,6319.33,59.41,69884.55,918,0.92,0.88,0.72,0.06,1,52,1
7,0,0.6,0.3,4,0.73,3619.08,52.52,80418.18,2147,0.07,0.15,3.86,0.77,2,78,2
8,0,0.24,0.81,10,0.09,3478.63,23.14,30769.33,3644,0.92,0.39,4.36,0.3,3,82,1
1,0,0.38,0.81,9,0.5,5915.97,74.16,14644.18,2448,0.29,0.01,2.53,0.28,4,66,0
7,0,0.3,0.84,6,0.73,9643.47,93.22,53308.03,3879,0.64,0.55,2.71,0.33,1,84,2
9,1,0.75,0.41,9,0.37,6441.96,96.65,28517.34,1063,0.66,0.6,1.95,0.1,2,64,2
4,0,0.07,0.94,8,0.39,4576.47,32.96,88090.57,2681,0.73,0.93,1.95,0.19,1,44,2
9,0,0.26,0.98,7,0.67,878.43,15.66,97877.96,1046,0.54,0.03,0.07,0.38,2,60,0
6,1,0.77,0.11,4,1.0,6520.48,33.35,72989.45,1901,0.56,0.54,4.59,0.8,4,11,1
3,1,0.69,0.91,5,0.5,9822.8,48.35,48057.76,364,0.77,0.13,3.23,0.86,1,34,2
5,1,0.98,0.39,10,0.21,7810.18,44.76,72126.99,4444,0.6,0.56,2.06,0.18,4,60,2
6,0,0.62,0.13,7,0.84,288.6,39.26,81211.97,2518,0.16,0.75,2.47,0.49,2,20,1
6,0,0.77,0.54,9,0.17,3180.08,72.94,1750.75,1613,0.11,0.42,2.52,0.77,4,3,1
4,1,0.38,0.99,6,0.7,6215.32,8.13,11733.54,321,0.63,0.23,4.18,0.7,3,82,1
9,1,0.02,0.19,9,0.4,1419.67,84.2,94964.55,1325,0.78,0.19,3.22,0.74,3,9,2
8,1,0.64,0.74,6,0.26,6396.03,39.99,69744.7,1032,0.36,0.91,2.72,0.52,1,18,1
1,1,0.49,0.44,4,0.5,1534.11,81.69,54113.35,3701,0.33,0.26,3.31,0.45,5,36,0
7,1,0.67,0.13,7,0.98,2730.54,31.64,55452.74,3654,0.85,0.32,3.74,0.54,2,50,2
7,1,0.63,0.29,7,0.05,6237.32,72.44,5874.61,1786,0.9,0.43,3.98,0.72,2,94,2
2,1,0.54,0.72,6,0.53,190.94,57.97,19235.55,1640,0.39,0.66,1.38,0.41,1,22,0
7,0,0.64,0.25,10,0.73,4519.94,23.82,15439.89,4351,0.26,0.95,2.42,0.11,1,8,0
5,0,0.69,0.64,6,0.87,3816.59,63.45,92549.82,941,0.0,0.52,4.66,0.22,2,22,2
0,0,0.72,0.05,7,0.33,7245.83,22.4,67458.09,4992,0.2,0.17,4.62,0.18,1,39,0
3,0,0.44,0.46,6,0.4,6377.21,34.48,20971.85,3037,0.27,0.25,3.49,0.8,3,80,2
7,0,0.22,0.18,10,0.45,9591.26,8.43,96903.67,2265,0.81,0.61,2.16,0.49,3,49,1
1,0,0.51,0.48,10,0.1,1185.32,22.0,4853.37,4933,0.4,0.03,4.2,0.68,3,71,0
3,1,0.0,0.51,8,0.76,1771.92,68.52,15093.22,2936,0.84,0.4,4.16,0.79,3,66,2
7,0,0.7,0.66,7,0.84,2377.99,97.24,52264.83,2769,0.18,0.11,2.61,0.71,3,67,1
1,1,0.02,0.36,6,0.15,323.54,48.79,78828.39,4668,0.37,0.0,3.24,0.1,5,11,1
0,1,0.84,0.92,9,0.39,5922.31,30.21,10499.94,3879,0.59,0.29,4.08,0.19,1,72,1
0,0,0.08,0.88,7,0.91,9186.06,19.66,35666.28,1285,0.15,0.16,4.17,0.8,3,76,0
2,1,0.79,0.52,7,0.88,8646.64,68.95,52595.67,494,0.63,0.02,2.46,0.99,1,59,1
2,0,0.54,0.53,4,0.5,3577.11,86.64,69280.08,4816,0.32,0.85,3.39,0.18,1,10,0
5,0,0.24,0.73,5,0.44,7369.03,82.76,82282.4,4012,0.96,0.9,0.17,0.26,2,95,0
